Dy,BART,BARTp,BARTpadj,CCT,CCTn,CCTnadj,CCTr,CCTradj,DFEss,DFEr,DFEre,DFD,DFDr,LOT,LOTr,LOTcv,MPL,MPLr,MT,MTr,VRTTT,GABS,SOEP,SOEPdri,SOEPfin,SOEPrec,SOEPocc,SOEPhea,SOEPsoc,Deth,Dinv,Dgam,Dhea,Drec,Dsoc,Deth_r,Dinv_r,Dgam_r,Dhea_r,Drec_r,Dsoc_r,Deth_b,Dinv_b,Dgam_b,Dhea_b,Drec_b,Dsoc_b,PRI,PRIw,BIS1att,BIS1mot,BIS1ctr,BIS1com,BIS1per,BIS1ins,BISa,BISm,BISn,BIS,SStas,SSexp,SSdis,SSbor,SSSV,age,sex,loc,ses,ses_moth,ses_fath,sibl,sibl_y,sibl_o,birthrank,edu,income,NUM,MUpc,OSpcL,SSpcL,SSTM,WMC,NEO_A,NEO_C,NEO_E,NEO_N,NEO_O,STAI_trait,gen_valence,gen_arousal,gen_arouspos,gen_arousneg,gen_happy,gen_afraid,gen_sad,gen_angry,gen_motivat,gen_concentr,gen_timepr,gen_tired,pre_valence,pre_arousal,pre_arouspos,pre_arousneg,pre_happy,pre_afraid,pre_sad,pre_angry,pre_motivat,pre_concentr,pre_timepr,pre_tired,mid1_valence,mid1_arousal,mid1_arouspos,mid1_arousneg,mid1_happy,mid1_afraid,mid1_sad,mid1_angry,mid1_motivat,mid1_concentr,mid1_timepr,mid1_tired,mid2_valence,mid2_arousal,mid2_arouspos,mid2_arousneg,mid2_happy,mid2_afraid,mid2_sad,mid2_angry,mid2_motivat,mid2_concentr,mid2_timepr,mid2_tired,post_valence,post_arousal,post_arouspos,post_arousneg,post_happy,post_afraid,post_sad,post_angry,post_motivat,post_concentr,post_timepr,post_tired,ABCTEU_OS,ABCTEU_CS,ABCTEU_DEV,ABCTEU_BIC,ABCT4P_OS,ABCT4P_PW,ABCT4P_LA,ABCT4P_CS,ABCT4P_DEV,ABCT4P_BIC,ABCT6P_OSg,ABCT6P_OSl,ABCT6P_PWg,ABCT6P_PWl,ABCT6P_LA,ABCT6P_CS,ABCT6P_DEV,ABCT6P_BIC,ABCTRN_DEV,MPLEU_OS,MPLEU_CS,MPLEU_DEV,MPLEU_BIC,MPL4P_OS,MPL4P_PW,MPL4P_LA,MPL4P_CS,MPL4P_DEV,MPL4P_BIC,MPL6P_OSg,MPL6P_OSl,MPL6P_PWg,MPL6P_PWl,MPL6P_LA,MPL6P_CS,MPL6P_DEV,MPL6P_BIC,MPLRN_DEV,CCTEU_OS,CCTEU_CS,CCTEU_DEV,CCTEU_BIC,CCT3P_OS,CCT3P_PW,CCT3P_LA,CCT3P_DEV,CCT3P_BIC,CCT4P_OS,CCT4P_PW,CCT4P_LA,CCT4P_CS,CCT4P_DEV,CCT4P_BIC,CCT6P_OSg,CCT6P_OSl,CCT6P_PWg,CCT6P_PWl,CCT6P_LA,CCT6P_CS,CCT6P_DEV,CCT6P_BIC,CCTRN_mp,CCTRN_DEV,CCTRN_BIC,BARTRN_pm,BARTRN_DEV,BARTRN_BIC,BART1_OS,BART1_alpha,BART1_mu,BART1_LA,BART1_CS,BART1_DEV,BART1_BIC,BART3_OS,BART3_alpha,BART3_mu,BART3_CS,BART3_DEV,BART3_BIC
28,42.13,42.13,48.95,174,174,79,0.074734062,0.04216621,26.25,0.38,0.5,0.25,0.25,0.42,0.42,0.32,1,1,0.7524875621890545,0.7524875621890545,8.23,1,7,5,7,7,7,7,5,2.25,3.5,1,2.125,2.75,3.25,3.625,3,5,4.125,3.75,2.875,3,3.5,1,1.375,1.625,2.5,3,17,10,15,11,9,6,4,14,21,20,55,14,16,15,12,57,25,1,1,4,4,3,2,0,1,2,2,0,4,0.8733333333333333,0.8869047619047619,0.8238095238095238,0.8303571428571429,1.1567767476210766,NA,NA,NA,NA,NA,NA,80,49,79,11,70,7,0,0,80,71,21,49,69,30,61,0,70,0,0,0,89,80,0,40,60,70,70,0,54,0,0,0,81,80,0,10,53,52,52,0,53,0,0,0,69,59,0,49,54,41,56,1,57,1,0,2,44,42,0,55,0.77545171,0.33756319,50.199283,58.023329,1.083155,0.67598207,2.1803075,0.13494375,39.155288,54.80338,0.65928759,1.2403501,0.75197305,0.69729155,0.13090872,1.3021099,34.993413,58.465551,69.314718,0.32792647,1.5073903,78.630225,87.009535,0.58742759,0.48607714,1.8374087,10,8.893243,25.651862,0.95880506,0.96081125,0.13620093,1.3066596,1.934546,10,4.4939992,29.631928,91.495428,0.46796311,9.575195,244.91182,253.77345,0.28828537,0.50815148,1.1756253,239.22971,252.52216,0.28830672,0.50818607,1.1756174,10,239.22971,256.95298,0.11726746,0.19040092,1.1137155,4.4982351e-11,1.731048,10,227.7538,254.3387,0.72200467,284.89207,289.32288,0.96608396,541.46955,544.87074,1.5355991,7874.1351,7894.0078,0.67095505,9.9998757,121.99603,139.00202,0.24454531,9960.6147,9999.0325,0.23161526,122.67847,136.28325
34,41.23,41.23,45.76,534,534,215,0.23323293,0.26329667,28,0.5,0.57,0.25,0.25,0.52,0.52,0.32,3,3,0.72636815920398,0.72636815920398,9.23,0,3,4,2,4,3,2,8,2.625,2,1,2.375,2.5,3.375,3.375,3.25,5,3.5,3.25,2,3.625,2.25,1.75,2.125,2.5,3.25,4,17,12,17,14,8,5,6,18,22,22,62,14,16,13,14,57,26,0,1,4,3,2,1,0,1,2,2,2,2,0.5233333333333333,0.6793650793650794,0.7942063492063492,0.875,0.07641033703972297,NA,NA,NA,NA,NA,NA,80,50,68,22,69,53,21,51,79,70,64,62,62,66,53,11,66,20,29,20,67,39,60,85,33,71,68,61,68,61,26,42,73,39,68,31,48,60,39,74,60,58,39,41,42,60,69,81,62,20,59,21,65,15,21,16,61,66,19,20,1.1911236,0.14968589,25.439672,33.263718,1.2003053,0.95619888,0.55092574,0.21957322,22.824614,38.472706,1.0972498,1.3147162,0.99188338,0.93671097,0.21085521,0.34916882,22.336076,45.808214,69.314718,5.8365617,5.2776117e-11,64.649448,73.028757,0.66032981,0.070576669,0.84333338,1.7332741,54.6375,71.396119,0.34431491,1.0067008,6.859185,4.7342068e-4,0.081951267,4.9277776,48.247334,73.385262,91.495428,0.19484493,8.1523612,228.42586,237.28749,0.13897393,0.43291581,0.48373521,184.32662,197.61907,0.13895832,0.43286689,0.48373712,10,184.32662,202.04989,0.078204117,0.34178161,0.72645286,5.6099569e-10,1.1556262,10,177.59936,204.18426,0.95186662,216.50891,220.93973,0.97714911,400.44902,403.85021,1.3508746,3.6840681,3.019802,0.35016677,9.7909329,113.8228,130.82879,0.70288783,9.5963707,9.0028412,0.18729509,120.21787,133.82266
30,29.47,29.47,31.43,206,206,59,0.098931949,0.042283173,29.62,0.5,0.43,0.375,0.375,0.44,0.44,0.42,3,3,NA,NA,8.05,1,7,8,3,2,6,1,4,2.25,2.5,1.5,2.25,2.125,3.875,4,1.5,4.5,3.75,3.75,2.5,3,3.25,2.25,2,2.875,3.125,5,33,8,11,10,14,4,5,13,15,24,52,14,12,16,18,60,31,1,1,3,2,1,1,1,0,1,2,2,2,0.6633333333333333,0.7834920634920635,0.7123015873015873,0.9107142857142857,0.4747428305174425,NA,NA,NA,NA,NA,NA,85,69,60,59,85,18,21,69,97,90,52,32,77,21,31,8,71,1,10,9,93,78,8,11,10,24,56,29,57,0,10,5,79,71,2,8,75,48,62,7,61,0,3,6,86,73,0,37,61,17,54,6,61,0,10,14,69,60,10,58,0.30164223,3.1191042,55.638863,63.462909,0.67883826,0.52190977,2.142834,0.89953875,42.482546,58.130638,0.30500764,0.95215349,0.65396628,0.50219884,0.06002581,10,34.306534,57.778672,69.314718,0.69066203,10,5.6298822,14.009192,0.64521046,0.94898976,0.95022109,10,4.2027367,20.961356,0.78021663,0.7754454,0.58130973,5.1445857,0.53720982,10,2.0948137,27.232742,91.495428,0.47256221,10,221.22073,230.08237,0.29913005,0.39457958,0.7336067,202.92563,216.21808,0.29915422,0.39460949,0.73353918,10,202.92563,220.6489,0.24083544,1.6359067,2.0400312,0.26689602,10,10,99.510522,126.09542,0.81421858,242.89623,247.32704,0.96252603,460.63437,464.03556,1.0073638,6653.8265,6668.284,9.9452848,9.6842287,144.7143,161.72029,0.11258373,9974.9199,9999.9701,0.22089582,149.15294,162.75773
33,39.24,39.24,45.26,385,385,234,0.15977765,0.14471677,41,0.38,0.43,0.375,0.375,0.56,0.56,0.3,5,5,0.6977611940298505,0.6977611940298505,10.47,0,3,6,7,4,5,7,10,2.25,3.5,1,2.875,1.875,4.125,3.625,3,4.75,3.75,3.75,1.625,3.125,3.75,1.25,2.125,2.75,3.5,5,30,7,10,10,9,6,6,13,16,19,48,15,17,19,14,65,24,0,1,7,4,3,1,1,0,1,2,0,3,0.5777777777777777,0.9047619047619048,0.8686507936507937,0.7321428571428571,0.3725244724693032,NA,NA,NA,NA,NA,NA,79,60,40,20,80,9,31,10,89,79,40,39,69,30,10,0,79,0,19,0,79,70,0,69,70,20,29,0,79,0,0,0,60,59,1,70,79,30,29,0,68,0,0,0,59,45,0,70,59,71,19,21,48,0,0,0,39,30,30,62,0.87666301,0.61265514,26.388048,34.212094,0.72217857,1.1855562,0.54268222,2.0106581,23.312835,38.960927,0.75066583,0.75565729,1.2852636,0.87323707,0.72892716,2.0563343,19.22736,42.699498,69.314718,0.4615479,0.67213193,81.188259,89.567569,0.78221886,0.48454424,1.9872346,1.4004375,27.86131,44.619929,0.4548521,0.84164248,3.7450273,0.29623818,0.45179499,10,12.712242,37.85017,91.495428,0.1651713,5.6025859,255.96832,264.82996,0.12496803,0.41334885,1.0934189,246.90615,260.1986,0.12499626,0.41341309,1.0934419,10,246.90615,264.62942,0.05859763,0.31231497,0.3604883,0.40488199,1.9411498,10,237.64842,264.23332,0.87699874,327.38284,331.81366,0.96345469,566.37449,569.74178,0.71031591,370.17644,372.75466,5.4371799,9.8862425,144.34896,161.18544,0.6289468,471.43744,475.06094,0.11741339,144.75973,158.22892
32,50.23,50.23,61.36,491,491,148,0.23299969,0.25515851,18.62,0.62,0.6,0.625,0.625,0.52,0.52,0.4,4,4,0.7475124378109455,0.7475124378109455,8.2,1,8,1,2,9,8,10,9,2.375,2,1.5,3.5,3.125,4.375,3.25,3.5,4.25,2.75,2.875,1.25,3.25,2.5,1,2.5,3,3.125,6,29,8,19,17,14,11,8,16,30,31,77,16,19,15,15,65,28,1,1,4,4,4,2,0,2,3,2,1,1,0.6866666666666666,0.7476190476190476,0.8657936507936508,0.8303571428571429,0.5969290414232168,NA,NA,NA,NA,NA,NA,69,20,30,10,89,6,30,12,90,40,60,75,80,9,20,16,55,6,16,5,73,57,11,87,54,69,49,35,53,19,7,36,52,48,8,38,40,68,41,36,47,9,41,26,30,44,65,40,62,30,30,8,48,17,19,3,62,39,10,49,1.6459621,0.0024937738,61.895264,69.71931,1.3835885,0.62985317,0.61820204,0.022591894,55.96165,71.609742,1.4157587,1.3017966,0.64089574,0.59411955,1.1135892,0.019343763,55.922042,79.39418,69.314718,6.7820262,1.1712853e-13,73.234823,81.614132,0.6560452,0.11072528,1.1292661,1.3161761,56.537827,73.296446,0.26721619,0.25523102,5.6405526,1.7191804e-11,2.3723106,9.9999998,42.546512,67.68444,91.495428,0.20598065,7.5422237,271.54034,280.40198,0.068294627,0.047120588,0.018425597,167.52129,180.81374,0.068296442,0.047129553,0.018438297,10,167.52129,185.24456,0.15840274,1.1269147,0.7472135,1.833067e-10,0.96080565,10,154.66401,181.24891,0.9608578,168.8323,173.26311,0.98268245,393.68963,397.09083,1.1841168,8.297678,8.3098259,0.49027943,9.2640307,110.37867,127.38465,0.89189447,70.84256,71.469888,0.12422912,109.66534,123.27013
35,43.33,43.33,48,415,415,251,0.19100774,0.23283167,51,0.5,0.5,0.375,0.375,0.5,0.5,0.48,2,2,0.7475124378109455,0.7475124378109455,14.43,0,8,3,4,9,6,4,6,2.5,3.5,1.5,2,3.125,3.125,3.25,3,3.5,3.75,3.625,2.375,3.125,3.5,4.5,1.25,3.25,3.375,5,28,10,18,12,9,7,8,18,25,21,64,19,16,16,16,67,21,1,1,7,7,NA,1,0,1,2,2,0,2,0.7366666666666667,0.8225396825396826,0.5998412698412698,0.9553571428571429,0.5989764307113412,NA,NA,NA,NA,NA,NA,78,36,63,23,89,19,11,49,97,68,73,94,70,19,50,2,76,4,3,11,99,35,10,91,29,70,15,88,14,34,34,69,93,90,21,9,84,17,49,11,80,0,7,3,79,81,0,8,38,58,58,49,70,10,2,13,62,24,21,92,3.8231188,5.367215e-8,64.400652,72.224698,0.19471005,3.875748,10,0.34013104,61.660515,77.308607,0.30866535,0.20439165,2.137611,3.960345,10,0.31263404,61.607496,85.079634,69.314718,0.48995423,1.4257246,61.414814,69.794124,0.59877137,0.37875494,1.3785005,7.3788614,15.506636,32.265255,0.50815172,0.51687078,0.62432109,0.098215504,1.4485686,10,13.824464,38.962392,91.495428,8.5237373e-12,2.9526263,266.44984,275.31147,0.0058165904,0.13366452,0.67454116,232.81721,246.10966,0.0058102267,0.1336576,0.67455027,10,232.81721,250.54047,3.8824499e-12,1.7092859,0.36859547,1.5498152,10,4.1757066,229.76123,256.34614,0.9181327,256.08959,260.52041,0.96448919,699.83202000000006,703.23321,0.59424942,178.27653,179.8572,7.3338532,8.4612959,171.5237,188.52969,0.79952219,276.10527,278.51997,0.072258148,171.4181,185.02289
42,19.93,19.93,20.92,375,375,186,0.17800367,0.21489857,28,0.5,0.62,0.5,0.5,0.52,0.52,0.34,3,3,0.7375621890547265,0.7375621890547265,9.04,1,8,7,3,9,7,6,10,3.125,1,1.5,4,4.125,4.125,3.25,2,4.75,3.375,2.375,2.25,4.25,3.75,1.5,2.125,3.5,3.5,8,38,13,24,16,10,7,7,20,31,26,77,19,20,17,14,70,24,1,1,2,7,5,4,4,0,1,2,2,4,0.8255555555555556,0.6376190476190476,0.7511904761904762,0.8214285714285714,0.6135306418875277,NA,NA,NA,NA,NA,NA,77,55,66,25,86,0,27,18,65,82,88,41,78,18,31,5,83,0,1,1,65,62,0,84,47,56,36,67,40,1,0,75,34,29,0,28,64,20,23,2,57,1,0,9,27,27,0,90,68,21,15,0,59,1,0,2,26,28,0,87,1.0086924,0.27788418,29.340704,37.16475,0.80053245,1.2157658,0.8734581,0.75669228,27.180647,42.828739,1.108954,0.41940527,0.94430959,2.3906476,10,0.30403736,22.40162,45.873758,69.314718,0.41935717,3.4466407,46.495212,54.874521,0.56242594,0.53342161,1.318806,4.9973084,23.07406,39.832679,0.42587911,0.61138265,1.0471292,0.0088213279,0.64269947,10,19.146139,44.284068,91.495428,0.30291442,10,239.33279,248.19442,0.14808168,0.32414681,0.48698253,193.95785,207.2503,0.14809937,0.32417383,0.48694148,10,193.95785,211.68112,0.14895242,0.75877121,0.33031569,0.68813192,1.6069018,10,187.80624,214.39114,0.92593038,213.88216,218.31298,0.92531115,384.06039,387.46158,1.7160497,62.81083,63.921089,0.55517245,8.686813,118.71543,135.72142,0.20928486,338.86816,342.59532,0.55704172,120.96279,134.56758
33,36.3,36.3,38.81,566,566,268,0.26201481,0.4391606,6.88,0.5,0.4,0.625,0.625,0.38,0.38,0.52,3,3,0.7350746268656715,0.7350746268656715,8.01,1,4,5,2,5,5,2,10,1.625,1.25,1.25,2.5,1.625,2.875,1.625,1,1,2.25,1.5,3.125,1.625,1,1,1.375,1.625,3.375,3,14,9,13,9,10,6,5,14,19,19,52,14,14,12,11,51,24,0,1,2,1,1,0,0,0,1,2,2,0,0.27444444444444444,0.6853968253968254,0.5752380952380952,0.8482142857142857,-0.8994429940467298,NA,NA,NA,NA,NA,NA,78,30,70,20,100,20,0,10,70,80,60,0,89,69,100,0,89,0,0,0,100,100,22,9,81,63,69,29,40,0,0,80,100,100,20,13,79,61,65,16,61,15,25,25,73,83,8,21,70,12,81,0,77,0,1,0,31,23,50,71,3.7604642e-10,0.88618777,68.833841,76.657887,0.99954479,1.1572798e-10,10,0.011195011,56.530594,72.178686,0.65207675,0.99599267,3.8489018,0.032183615,0.9023808,0.21013003,47.381269,70.853407,69.314718,0.38930277,5.9266958,35.209005,43.588315,0.70742599,0.7521588,1.4316824,10,5.3650071,22.123626,0.77802386,0.83272371,0.5732023,1.1498913,1.0386032,10,4.7393847,29.877313,91.495428,3.8271109e-10,3.6104739,260.68269,269.54432,3.9696024e-12,0.13243484,0.42109494,169.39026,182.68271,4.4046433e-11,0.22919599,0.16207348,6.7242532,169.20524,186.92851,1.7983948e-11,1.1683987e-10,0.1817725,3.8177683e-10,0.48456391,10,168.29297,194.87787,0.96422164,181.1207,185.55152,0.9650271,554.94327,558.34447,0.57235887,326.62517,328.65704,9.841037,9.9643416,164.50697,181.51295,0.61656702,358.69514,361.26006,0.10940681,165.83746,179.44225
28,43.63,43.63,51.5,460,460,208,0.22133758,0.39128352,2.38,0.62,NaN,0.125,0.125,0.5,0.5,0.36,2,2,0.75,0.75,6.41,1,7,6,3,8,6,4,7,1.25,1,1,1.875,2.375,3.375,4.25,4.25,5,4.125,3.75,2.625,1.25,1,1.5,1.375,2,3.375,4,14,11,12,13,7,6,6,17,18,20,55,18,17,11,16,62,29,0,1,4,2,3,1,0,1,2,2,2,1,0.5811111111111111,0.8206349206349206,0.6547619047619048,0.7767857142857143,0.022019366573213774,NA,NA,NA,NA,NA,NA,84,41,90,19,87,18,20,21,88,78,60,41,78,19,88,19,79,9,19,15,91,92,22,28,41,59,63,33,49,7,39,11,79,76,31,19,27,74,44,76,35,22,18,73,72,72,70,45,51,35,49,31,40,37,35,30,75,42,56,81,1.4161589,0.0074433701,61.35486,69.178906,0.79857719,3.8283658,1.9166825,0.084920952,53.272365,68.920457,0.57048314,0.85427076,4.3105635,3.8545963,0.4615043,0.27625077,53.095394,76.567533,69.314718,5.8801382,4.1595061e-11,65.279797,73.659107,0.59600268,0.040838654,0.83458959,2.7753446,50.715265,67.473884,0.58978189,1.1022715,1.5435431e-11,0.17848446,0.083431733,3.1925285,48.131326,73.269255,91.495428,0.018602641,3.5390636,245.86847,254.7301,0.12930678,0.2821973,0.183036,147.81451,161.10696,0.12931635,0.28222678,0.18303204,10,147.81451,165.53778,0.15101688,2.9978942,0.27210995,1.9500531,10,10,143.56542,170.15032,0.96234632,153.36611,157.79692,0.96436274,569.7559,573.1571,1.7527246,286.87841,289.54355,0.087922273,8.6158119,128.74057,145.74656,0.49874332,263.85103,266.11962,0.24514935,123.45741,137.0622
38,45.27,45.27,52.62,569,569,216,0.24166066,0.28429405,12,0.62,0.5,0.625,0.625,0.5,0.5,0.3,3,3,0.7064676616915425,0.7064676616915425,9.18,0,7,5,5,7,6,7,8,3.25,3.5,2.75,3.625,3.875,3.875,2.875,2.75,2.75,2.75,2.25,2,3.625,2.5,3,2.25,3.625,3,5,28,12,19,17,12,5,7,19,24,29,72,20,19,20,17,76,22,1,1,4,3,2,4,3,1,2,2,2,2,0.9333333333333333,0.9366666666666666,0.925,0.9107142857142857,1.643455902210683,NA,NA,NA,NA,NA,NA,81,79,61,17,89,4,0,30,90,71,70,51,70,59,54,28,58,7,9,20,60,76,18,68,10,59,29,65,41,40,67,71,40,26,69,58,78,72,61,38,71,13,12,20,81,71,29,26,64,72,63,16,81,11,2,7,73,79,2,20,0.60148214,1.7180357,35.485168,43.309214,0.6494122,0.93063685,1.2143401,1.3151572,34.997541,50.645633,0.38497,1.0957764,0.9754453,0.89662816,0.028227429,7.9566792,29.200124,52.672262,69.314718,0.63864713,0.79631859,55.31628,63.69559,0.76410556,0.34018426,1.26886,3.312519,19.259614,36.018233,0.63339646,0.92148065,0.66750601,1.5059731e-10,0.40471978,7.9059585,12.694272,37.832201,91.495428,0.19435775,9.2925073,190.29352,199.15515,0.087073489,0.40276534,0.61984235,160.83389,174.12634,0.087054757,0.40271916,0.61984989,10,160.83389,178.55716,0.074180399,0.17431556,0.37489168,0.44014741,0.78010617,10,160.52588,187.11078,0.95630034,213.63112,218.06194,0.98141849,378.19256,381.59376,0.63127567,45.191551,45.373443,5.9500681,9.7011444,124.8208,141.82679,0.73344864,69.922487,70.437932,0.13651225,121.00755,134.61234
32,24.07,24.07,25.52,325,325,224,0.16385156,0.18126177,1.12,0.75,NaN,0.375,0.375,0.46,0.46,0.42,2,2,0.743781094527363,0.743781094527363,6.82,1,6,4,2,8,4,5,1,1.25,1,1,2.5,1,3.375,3.125,4,1.75,3,3.875,1.75,2.625,2,1.75,2.125,1.25,3,5,23,7,13,15,12,6,4,11,19,27,57,15,16,14,11,56,29,1,1,2,1,1,2,1,1,2,2,2,3,0.6533333333333333,0.6898412698412698,0.6442063492063492,0.8392857142857143,0.12133423263321133,NA,NA,NA,NA,NA,NA,70,31,61,18,80,7,21,15,90,90,41,31,90,11,60,0,89,0,10,0,71,60,0,84,75,52,36,2,70,0,4,15,80,75,5,70,60,6,39,21,71,0,0,1,68,66,0,54,53,41,38,29,71,0,0,0,30,60,23,65,0.46761258,1.0986355,58.503794,66.32784,0.78076834,0.65505594,0.81691107,0.38746562,55.885815,71.533907,0.93742705,0.58645792,0.70161457,0.59206265,5.4129149,0.1690598,55.408452,78.88059,69.314718,0.27279234,6.8502381,52.216965,60.596275,0.41109311,0.60974109,1.4081418,9.5891067,23.676623,40.435242,0.41613333,0.71463301,0.66197228,0.87927868,0.31528298,10,20.712762,45.85069,91.495428,8.9969088e-10,2.2402985,305.68611,314.54774,1.3495377e-9,0.060861773,0.62197749,263.76089,277.05334,2.6867397e-12,0.26127186,2.2488877e-9,3.4980936,263.34916,281.07243,2.5590641e-13,4.8386004,0.26003719,1.6580201,10,3.543025,263.11859,289.70349,0.88075776,269.67287,274.10368,0.96344418,266.00407,269.40527,0.85920577,481.83445,531.44786,0.75790942,9.9998783,141.1577,158.16368,2,520.63994,567.78271,0.24419604,151.2225,164.82729
29,35,35,37.86,423,423,274,0.17919311,0.19275089,28.88,0.12,0.25,0.375,0.375,0.52,0.52,0.3,4,4,0.72636815920398,0.72636815920398,7.77,1,4,4,4,8,6,3,3,1.25,1,1,2.25,1.625,3.25,3.5,3.75,4,3.625,3.875,2.125,2.25,1.5,1.5,1.125,1.625,2.875,4,22,13,15,13,9,8,5,18,23,22,63,13,18,14,13,58,27,0,1,5,2,2,1,0,1,2,2,2,3,0.41888888888888887,0.8670634920634921,0.7400793650793651,0.9375,0.06405897418219125,NA,NA,NA,NA,NA,NA,89,60,71,40,81,41,21,11,80,60,70,39,100,59,90,0,100,0,0,0,100,89,60,70,30,70,31,68,39,61,54,71,28,19,11,81,39,31,25,13,42,13,35,45,30,27,0,80,42,20,20,37,41,0,69,0,54,58,0,89,0.51186358,2.0365238,41.004364,48.82841,0.4343242,1.1296341,0.95803017,2.9394193,40.730428,56.37852,0.31547691,0.079627906,9.7659884,1.7841918,9.9996444,3.6154439,38.434088,61.906226,69.314718,0.58334827,2.1097852,36.172644,44.551953,0.85713941,0.54500789,1.2568196,10,5.7572611,22.51588,0.82566936,0.60937505,0.85812336,0.18925996,3.9681497,10,1.3575921,26.495521,91.495428,0.082041751,4.3780599,259.08495,267.94658,0.012251235,0.19838114,0.88058688,257.52625,270.8187,0.067585997,0.86281039,0.73185084,4.3302612,255.90315,273.62641,0.069399292,2.153e-11,0.87774715,0.38361339,0.74776195,5.237121,255.55345,282.13835,0.89619148,314.71291,319.14373,0.97308116,432.52722,435.92841,0.55488499,61.579061,61.80632,9.9420826,9.4281488,161.25331,178.25929,0.68564289,88.964134,89.323458,0.08015588,170.88729,184.49207
34,8.17,8.17,8.25,127,127,103,0.068718329,0.064412637,39.88,0.38,0.38,0.125,0.125,0.38,0.38,0.3,9,9,0.7251243781094525,0.7251243781094525,7.42,0,4,4,4,5,5,5,6,2.25,1.25,1,2.25,2.5,3.5,2.875,4,5,3.375,3.125,1.875,4,3.75,1,1.625,2.25,3.25,3,17,13,20,16,11,10,9,22,30,27,79,18,18,17,12,65,31,0,1,4,4,4,1,0,1,2,2,2,2,0.35777777777777775,0.663968253968254,0.7380952380952381,0.7857142857142857,-0.5712227809032707,NA,NA,NA,NA,NA,NA,68,52,63,36,67,48,32,52,76,50,57,47,68,55,54,42,66,28,25,43,67,62,55,53,66,48,53,25,58,5,11,43,53,62,44,53,48,52,46,52,63,14,36,33,55,72,54,58,61,33,43,24,56,24,34,29,53,62,56,72,1.017306,0.14059219,44.789572,52.613618,0.69462305,1.3975785,3.0730649,0.58170842,30.981516,46.629608,0.61740461,0.85685524,0.96644946,2.3809109,0.47616804,1.2664959,27.681355,51.153493,69.314718,0.01869064,7.7715612e-15,91.495428,99.874737,1.1618847,0.21067554,3.9113089,0.12982232,26.896878,43.655497,1.0404419,0.82974554,0.76730827,0.16505569,9.9997679,0.26926061,23.835586,48.973514,91.495428,0.5829464,8.846895,235.81164,244.67328,0.17433056,0.20384939,0.94078831,230.24865,243.5411,0.17430751,0.20381772,0.94075469,10,230.24865,247.97191,0.07667639,0.20975452,0.141143,0.13864504,1.2683502,10,228.50305,255.08795,0.66491601,243.60789,248.03871,0.89808918,206.77611,210.17731,1.5941959,5.2454037,6.196985,1.8840649,9.9585297,73.714292,90.720279,0.1413656,37.038785,38.303461,1.1244927,97.072433,110.67722
35,39.57,39.57,42.16,549,549,264,0.23673623,0.32098977,26,0.5,0.57,0.625,0.625,0.38,0.38,0.46,3,3,0.7761194029850744,0.7761194029850744,6.62,0,5,2,4,8,5,9,3,1.875,1,1,2.625,3.375,4.25,3.75,4.25,4.5,3.75,3.25,2.125,2.75,1.25,1,2.125,3,3.25,5,23,12,11,14,8,6,7,19,17,22,58,20,15,13,14,62,25,0,1,4,4,4,1,1,0,1,2,1,0,0.44,0.6325396825396825,0.5602380952380952,0.8214285714285714,-0.6244547432499208,NA,NA,NA,NA,NA,NA,71,50,79,20,90,20,30,10,80,89,90,71,81,61,89,0,100,11,0,0,79,91,0,71,71,68,84,26,72,0,6,16,97,87,16,69,31,88,29,66,35,67,62,73,73,82,83,64,68,66,26,58,37,11,37,66,29,63,70,75,1.8767608,9.5703705e-4,58.639827,66.463873,2.8337796,1.078445,3.0217739,5.6227968e-6,55.733473,71.381565,1.5440419,3.2541597,0.50887578,1.2171753,4.3237633e-4,0.0070334174,51.132526,74.604664,69.314718,0.52867602,0.4700523,81.50246,89.881769,0.69487827,0.36651295,1.7463175,5.1406569,15.280082,32.038701,0.82686519,0.59250953,0.46967353,0.37974184,5.8777083,10,7.4194311,32.55736,91.495428,0.21179279,9.1473501,217.99234,226.85397,0.074512238,0.32957617,0.60849608,180.73403,194.02649,0.074506884,0.32955934,0.60851653000000006,10,180.73403,198.4573,0.060435185,0.19631176,0.31586463,0.36752277,0.83359631,10,180.05267,206.63757,0.95147817,224.05443,228.48525,0.97054184,685.51025,688.91145,0.53734836,13.266308,13.356823,8.6197442,8.4709588,162.01049,179.01647,0.79871356,95.824435,96.443552,0.074579385,159.99618,173.60097
